code,nom,dci,forme,dosage
6118000040033,ANALGYL,IBUPROFENE,COMPRIME ENROBE,200 MG
6118000071419,HYPRIL,ENALAPRIL / HYDROCHLOROTHIAZIDE,COMPRIME SECABLE,20 / 12.5 MG / MG
6118010122897,NEOCLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,500 / 62.5 MG / MG
6118010121180,ERBITUX 5 MG/ML,CETUXIMAB,SOLUTION POUR PERFUSION,5 MG/ML
6118000240945,VERASKIN,ALOE VERA,GEL,4 %
6118000280224,ZOVAS,SIMVASTATINE,COMPRIME ENROBE SECABLE,20 MG
6118010034411,XYLONOR SPRAY,LIDOCAINE / CETRIMIDE,SOLUTION DENTAIRE,15 / 0.15 % / G/100G
6118000060857,SURGAM,ACIDE TIAPROFENIQUE,COMPRIME SECABLE,200 MG
6118000090106,ASTAPH,FLUCLOXACILLINE,POUDRE POUR SUSPENSION BUVABLE,250 MG
6118010119170,TASIGNA 200MG,NILOTINIB,CAPSULE,200 MG
6118000240433,GLYCEMAT,GLICLAZIDE,COMPRIME SECABLE,80 MG
6118000060390,FLAGYL,METRONIDAZOLE,SUSPENSION BUVABLE,4 %
6118000060048,DAONIL,GLIBENCLAMIDE,COMPRIME SECABLE,5 MG
6118000012184,PEVARYL,ECONAZOLE,CREME,1 %
6118000081951,ALER Z,CETIRIZINE,COMPRIME PELLICULE,10 MG
6118001170555,ARTOTEC,DICLOFENAC / MISOPROSTOL,COMPRIME GASTRO-RESISTANT,50 / 0.2 MG / MG
6118010023552,ASEPSIL 10,AMPHOLYTE G,SOLUTION POUR APPLICATION LOCALE,10 G
6118000220459,CURAM 1G/125MG,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,1 / 125 G / MG
6118000190929,VITAMINE C,ACIDE ASCORBIQUE (VITAMINE C),COMPRIME EFFERVESCENT,1 G
6118000070085,AMPICILLINE LLORENTE,AMPICILLINE,GELULE,500 MG
6118010116292,ICANAL RETARD,NICARDIPINE,COMPRIME LP,40 MG
6118000021919,NOVEX,ENOXAPARINE,SOLUTION INJECTABLE,6000 UI ANTI-XA
6118000061120,CORDARONE,AMIODARONE,COMPRIME SECABLE,200 MG
6118000120834,DESTEC 0.5 MG/ML,DESLORATADINE,SIROP,2.5 MG
6118001121311,SEVREDOL,MORPHINE,COMPRIME PELLICULE SECABLE,10 MG
6118010115868,IOPIDINE,APRACLONIDINE,COLLYRE,1 %
6118000041375,NOCAND 200 MG,FLUCONAZOLE,GELULE,200 MG
6118000011125,MYCOSTER,CICLOPIROXOLAMINE,SOLUTION POUR APPLICATION LOCALE,1 %
6118010025327,LEVEMIR PENF,INSULINE DETEMIR,SOLUTION INJECTABLE LP,100 UI
6118000160618,DUPLAMOX SANS SUCRE,AMOXICILLINE / BROMHEXINE,POUDRE POUR SUSPENSION BUVABLE,250 / 4 MG / MG
6118001200085,MAGNEVIST,GADOPENTETATE DE DIMEGLUMINE / GADOPENTETATE DE MEGLUMINE,SOLUTION INJECTABLE,469.01 / 0.99 MG / MG
6118000080381,GENTAMEN 10,GENTAMICINE,SOLUTION INJECTABLE,10 MG
6118001050765,MIRCERA 200 µG/0.3 ML,EPOETINE BETA,SOLUTION INJECTABLE,200 µG
6118000130017,OMEGEN,OMEPRAZOLE,GELULE,20 MG
6118000011347,PRIMALAN,MEQUITAZINE,SOLUTION BUVABLE,1.25 MG
6118010023910,CLARTEC,LORATADINE,SIROP,0.1 %
6118001120772,SANDIMMUN,CICLOSPORINE,CAPSULE MOLLE,50 MG
6118000091028,ULCESTOP,CIMETIDINE,COMPRIME,400 MG
6118001070855,CILOXAN,CIPROFLOXACINE,POMMADE OPHTALMIQUE,0.3 %
6118000050094,KETUM 2.5 %,KETOPROFENE,GEL,2.5 %
6118001182794,ZERIT,STAVUDINE,GELULE,30 MG
6118010020582,UNIZITRO,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,200 MG
6118000021261,AURICULARUM,OXYTETRACYCLINE / POLYMYXINE B / NYSTATINE / DEXAMETHASONE,POUDRE AURICULAIRE,0.09 / 0.1 / 1 / 10 MUI / MUI / MUI / MG
6118000050254,STODAL,SOUCHE HOMEOPATHIQUE,SIROP,nan nan
6118000240068,AZOLE,ALBENDAZOLE,COMPRIME ENROBE,400 MG
6118001110476,SEPTANEST ADRENALINEE,ARTICAINE,SOLUTION INJECTABLE POUR USAGE DENTAIRE,72 MG
6118000031949,RINGER LACTATE LAPROPHAN,CHLORURE DE SODIUM / CHLORURE DE POTASSIUM,SOLUTION POUR PERFUSION,600 / 40 MG / MG
6118001070893,CARBOSYLANE,CHARBON ACTIVE / DIMETICONE,GELULE,140 / 45 MG / MG
6118010035463,CEFAPEROS,CEFATRIZINE,POUDRE POUR SUSPENSION BUVABLE,500 MG
6118000020547,PANALGIC,PARACETAMOL / CAFEINE,COMPRIME,500 / 50 MG / MG
6118001081240,MYTELASE,AMBENONIUM,COMPRIME SECABLE,10 MG
6118001090273,TRASYLOL,APROTININE,SOLUTION INJECTABLE,0.5 MUI
6118001170074,DYNASTAT,PARECOXIB,POUDRE POUR SOLUTION INJECTABLE,20 MG
6118000081692,ORADEXON ELIXIR,DEXAMETHASONE,SUSPENSION BUVABLE,0.05 MG
6118000081388,NIFROZID,NIFUROXAZIDE,SUSPENSION BUVABLE,4 %
6118000091578,SKINOSALIC,BETAMETHASONE / ACIDE SALICYLIQUE,LOTION,0.05 / 2 % / %
6118000080367,DALIBOUR,SULFATE DE CUIVRE / SULFATE DE ZINC,CREME,0.1 / 0.35 G / G
6118010115912,SOMATOSTATINE,SOMATOSTATINE,POUDRE POUR SOLUTION INJECTABLE,3 MG
6118010120480,ARANESP 20 µG,DARBEPOETIN ALFA,SOLUTION INJECTABLE,20 µG
6118000230175,SEPCEN 250 MG,CIPROFLOXACINE,COMPRIME,250 MG
6118000020417,TOBREX,TOBRAMYCINE,COLLYRE,0.3 %
6118001182541,ZOLADEX 3.6 MG,GOSERELINE,IMPLANT INJECTABLE,3.6 MG
6118000033189,ASKARDIL 75MG,ACIDE ACETYLSALICYLIQUE,COMPRIME DISPERSIBLE,75 MG
6118001080618,ORELOX,CEFPODOXIME,GRANULE POUR SUSPENSION BUVABLE,40 MG
6118000140542,RIABAL ENF,PRIFINIUM,SOLUTION BUVABLE,250 MG
6118000061106,ASPEGIC ENF,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,250 MG
6118010001895,NEUROCYNESINE,SOUCHE HOMEOPATHIQUE,COMPRIME,nan nan
6118001181629,LIPANTHYL,FENOFIBRATE,GELULE,200 MG
6118001200146,MORPHINE MERAM 1%,MORPHINE,SOLUTION INJECTABLE,10 MG
6118000091684,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENTION BUVABLE,1 / 125 G / MG
6118010120282,COVERAM 10MG/5MG,PERINDOPRIL / AMLODIPINE,COMPRIME,10 / 5 MG / MG
6118000020776,ALFATIL,CEFACLOR,GELULE,500 MG
6118000080404,GENTAMEN 80,GENTAMICINE,SOLUTION INJECTABLE,80 MG
6118010000379,PRAMIDOL,METOCLOPRAMIDE,SIROP,0.1 %
6118010121227,AVAMYS 27.5 µG/PULVERISATION,FUROATE DE FLUTICASONE,SUSPENSION POUR PULVERISATION NASALE,0.0275 MG
6118000190509,HEXAPNEUMINE ENF,BICLOTYMOL,SUPPOSITOIRE,nan nan
6118000310273,PIROXAM,PIROXICAM,SUPPOSITOIRE,20 MG
6118000030232,FLOXAM,FLUCLOXACILLINE,GELULE,500 MG
6118001050604,XELODA,CAPECITABINE,COMPRIME PELLICULE,500 MG
6118001151158,TEMODAL,TEMOZOLOMIDE,GELULE,250 MG
6118001181032,EPREX 2000 UI/ML,EPOETINE ALFA,SOLUTION INJECTABLE,1000 UI
6118010029332,PIPORTIL,PIPOTIAZINE,SOLUTION POUR GOUTTES BUVABLES,4 %
6118000081227,TREMADOL,TRAMADOL,COMPRIME,50 MG
6118001180714,CURACNE,ISOTRETINOINE,CAPSULE MOLLE,10 MG
6118000041252,DOLIPRANE VITAMINE C,PARACETAMOL / ACIDE ASCORBIQUE (VITAMINE C),COMPRIME EFFERVESCENT,500 / 150 MG / MG
6118001020430,PIPERACILLINE MYLAN,PIPERACILLINE,POUDRE POUR SOLUTION INJECTABLE,4 G
6118000022053,ODIA,GLIMEPIRIDE,COMPRIME,2 MG
6118001050352,RECORMON,EPOETINE BETA,PREPARATION INJECTABLE,2000 UI
6118010118470,REVATIO 20 MG,SILDENAFIL,COMPRIME PELLICULE,20 MG
6118010034992,SPECTRUM,CIPROFLOXACINE,COLLYRE,0.3 %
6118010115882,BARACLUDE,ENTECAVIR,COMPRIME PELLICULE,0.5 MG
6118001020881,HYTACAND,CANDESARTAN / HYDROCHLOROTHIAZIDE,COMPRIME,8 / 12.5 MG / MG
6118001020805,CEFTRIAXONE MYLAN,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,2 G
6118001270088,INDOCOLLYRE,INDOMETACINE,COLLYRE,0.1 %
6118001021017,AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SOLUTION INJECTABLE,500 / 50 MG / MG
6118000020455,UVIMAG B6,MAGNESIUM / PYRIDOXINE (VITAMINE B6),SOLUTION BUVABLE,500 / 125 MG / MG
6118010119866,DIURIMAT 1.5 MG LP,INDAPAMIDE,COMPRIME PELLICULE LP,1.5 MG
6118000240990,ADRENALINE 1 MG,EPINEPHRINE,SOLUTION INJECTABLE,1 MG
6118000050667,LANPROL,LANSOPRAZOLE,GELULE,30 MG
6118001140466,FRAXIPARINE,NADROPARINE,SOLUTION INJECTABLE,2850 UI
6118000250111,COMBANTRIN,PYRANTEL,COMPRIME A CROQUER,250 MG
6118000031376,EFFIPRED,PREDNISOLONE,SOLUTION BUVABLE,1 MG
6118001200047,FLUOROURACIL EBEWE,FLUOROURACIL,SOLUTION POUR PERFUSION,250 MG
6118000190769,PERNABOL,CYPROHEPTADINE,COMPRIME,4 MG
6118001040063,CACIT,CALCIUM,COMPRIME EFFERVESCENT,500 MG
6118000090854,STREPTOCID,AMOXICILLINE,GELULE,500 MG
6118001251193,GEMCITABINE HOSPIRA 2 G,GEMCITABINE,POUDRE POUR SOLUTION POUR PERFUSION,2 G
6118001080700,TAXOTERE 20 MG/0.5 ML,DOCETAXEL,SOLUTION A DILUER POUR PERFUSION,20 MG
6118000190066,APETINE,CYPROHEPTADINE,COMPRIME,4 MG
6118000061076,ASPEGIC AD,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,1 G
6118010120732,ACUPAXIL-30,PACLITAXEL,SOLUTION A DILUER POUR PERFUSION,30 MG
6118001183937,OMACOR,ESTERS ETHYLIQUES D'ACIDES OMEGA-3 / ALPHA TOCOPHEROL,CAPSULE MOLLE,1000 / 4 MG / MG
6118000021599,XYZALL,LEVOCETIRIZINE,COMPRIME PELLICULE,5 MG
6118001181568,LEDERTREXATE,METHOTREXATE,SOLUTION INJECTABLE,5 G
6118000080909,MINIDIAB,GLIPIZIDE,COMPRIME SECABLE,5 MG
6118001071074,STRATTERA 18 MG,ATOMOXETINE,GELULE,18 MG
6118000071501,CICLOVIRAL,ACICLOVIR,SUSPENSION BUVABLE,80 MG/ML
6118001160280,ALDOMET,METHYLDOPA,COMPRIME ENROBE,500 MG
6118000170228,MYCOSPOR,BIFONAZOLE,CREME,1 %
6118010116117,SOMATULINE LP 30 MG,LANREOTIDE,SOLUTION INJECTABLE,30 MG
6118000100126,FLUDEX LP,INDAPAMIDE,COMPRIME ENROBE LP,1.5 MG
6118001160105,CRIXIVAN,INDINAVIR,GELULE,400 MG
6118010119033,GONAL-F450,FOLLITROPINE ALFA,POUDRE POUR SOLUTION INJECTABLE,450 UI/0.75 ML
6118000060505,PROFENID I.M,KETOPROFENE,SOLUTION INJECTABLE,100 MG
6118001010226,PHARMAURACIL,FLUOROURACIL,SOLUTION INJECTABLE,500 MG
6118001200634,"INNOHEP 14 000 UI ANTI-XA/0,7 ML",TINZAPARINE,SOLUTION INJECTABLE,14000 UI
6118001020812,FLUOROURACILE MYLAN,FLUOROURACIL,SOLUTION POUR PERFUSION,250 MG
6118001071098,STRATTERA 25 MG,ATOMOXETINE,GELULE,25 MG
6118001120352,NOVONORM,REPAGLINIDE,COMPRIME,0.5 MG
6118000180012,AMODEX,AMOXICILLINE,POUDRE POUR SUSPENSION BUVABLE,250 MG
6118000012252,BAUME SLOAN,CAMPHRE OFFICINAL,CREME,1 G
6118001101016,PACLITAXEL COOPER,PACLITAXEL,SOLUTION A DILUER POUR PERFUSION,100 MG
6118001181056,EPREX,EPOETINE ALFA,SOLUTION INJECTABLE,10000 UI
6118010020056,COQUELUSEDAL ENFANTS,NIAOULI / GRINDELIA / GELSEMIUM,SUPPOSITOIRE,20/20/10 MG / MG / MG
6118010033414,RODAL,CEFADROXIL,POUDRE POUR SUSPENSION BUVABLE,250 MG
6118001110100,SAGADREPS 20 MG ARÔME MENTHE,BICLOTYMOL,PASTILLE A SUCER,20 MG
6118000020028,ISONE,PREDNISONE,COMPRIME,20 MG
6118010024207,EOSINE PHARMA,EOSINE,SOLUTION POUR APPLICATION LOCALE,2 G
6118010119088,HERPEVIR 5%,ACICLOVIR,CREME,50 MG
6118000012986,VALSARTAN WIN 160 MG,VALSARTAN,COMPRIME PELLICULE SECABLE,160 MG
6118000220336,PZA,PYRAZINAMIDE,COMPRIME,500 MG
6118000140213,COMBIVIR,LAMIVUDINE / ZIDOVUDINE,COMPRIME PELLICULE SECABLE,150 / 300 MG / MG
6118000020653,URISPAS,FLAVOXATE,COMPRIME ENROBE,200 MG
6118000031987,STAPHYMYCINE,OXACILLINE,GELULE,500 MG
6118010025655,TRIACEPHINE PHARMA5,CEFTRIAXONE,PREPARATION PARENTERALE,250 MG
6118010024597,MACROMAX,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,200 MG
6118001100644,CROMABAK,CROMOGLYCATE DE SODIUM,COLLYRE,20 MG
6118001181001,ELVORINE,FOLINATE DE CALCIUM,PREPARATION INJECTABLE,25 MG
6118001020287,METHYLPREDNISOLONE MYLAN,METHYLPREDNISOLONE,POUDRE POUR SOLUTION INJECTABLE,20 MG
6118000250234,FELDENE,PIROXICAM,SOLUTION INJECTABLE,20 MG
6118001170302,SOLU MEDROL,METHYLPREDNISOLONE,POUDRE POUR SOLUTION INJECTABLE,40 MG
6118000092421,OMIZ 20 MG,OMEPRAZOLE,GELULE,20 MG
6118000170020,ADALATE,NIFEDIPINE,CAPSULE,10 MG
6118000090564,PENITARD,BENZATHINE BENZYLPENICILLINE,POUDRE POUR SUSPENSION INJECTABLE,1.2 MUI
6118000241133,"ATROPINE PROMOPHARM 0,25 MG",ATROPINE,SOLUTION INJECTABLE,0.25 MG
6118000180791,SIPROZONE,PREDNISOLONE,COMPRIME,20 MG
6118001271047,DEFLAZACORTE GT 6 MG,DEFLAZACORT,COMPRIME SECABLE,6 MG
6118001200610,"INNOHEP 4500 UI ANTI-XA/0,45 ML",TINZAPARINE,SOLUTION INJECTABLE,4500 UI
6118000161172,PANADOL,PARACETAMOL,SUPPOSITOIRE,500 MG
6118010119156,ZAMOX,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,1 / 125 G / MG
6118000010821,IKARAN,DIHYDROERGOTAMINE,SOLUTION POUR GOUTTES BUVABLES,2 MG
6118000041023,CIVASTINE,SIMVASTATINE,COMPRIME ENROBE,10 MG
6118001140527,FRAXODI,NADROPARINE,SOLUTION INJECTABLE,11400 UI
6118000081708,LINCOCINE,LINCOMYCINE,SOLUTION INJECTABLE,600 MG
6118001270279,CARVEDILOL GT,CARVEDILOL,COMPRIME SECABLE,25 MG
6118001040278,XOLAMOL,DORZOLAMIDE / TIMOLOL,COLLYRE,20 / 5 MG / MG
6118001270132,GENTAMICINE CHAUVIN COLLYRE,GENTAMICINE,COLLYRE,0.3 %
6118000180401,HOSTACORTIN H,PREDNISOLONE,COMPRIME,5 MG
6118000290070,NOROXINE,NORFLOXACINE,COMPRIME ENROBE,400 MG
6118000050377,MYCOFLU,FLUCONAZOLE,GELULE,50 MG
6118010121623,PAXIL CR 12.5 MG,PAROXETINE,COMPRIME PELLICULE,12.5 MG
6118001000258,BULMOL,SALBUTAMOL,SUSPENSION POUR INHALATION BUCCALE,100 µG
6118001150564,SEBIPROX,CICLOPIROXOLAMINE,SOLUTION POUR APPLICATION LOCALE,1.5 %
6118000180173,FONGAMIL,OMOCONAZOLE,CREME,1 %
6118001160471,FOSAVANCE,ALENDRONATE / COLECALCIFEROL (VITAMINE D3),COMPRIME,70 / 5600 MG / UI
6118001170289,RELPAX,ELETRIPTAN,COMPRIME ENROBE,40 MG
6118000032403,DOXYMYCINE,DOXYCYCLINE,COMPRIME DISPERSIBLE,100 MG
6118000031529,GEOMYCINE,OXYTETRACYCLINE,POMMADE OPHTALMIQUE,0.5 %
6118000200024,"BC-F 8,4%",CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000031048,ANTAGON H2,CIMETIDINE,COMPRIME EFFERVESCENT,400 MG
6118000191346,DIFAL 1 %,DICLOFENAC,GEL,1 %
6118001182909,HYDROCORTISONE ROUSSEL,HYDROCORTISONE,COMPRIME SECABLE,10 MG
6118010024252,FLEXEN,KETOPROFENE,SUPPOSITOIRE,100 MG
6118000050209,DIPROSONE,BETAMETHASONE,CREME,0.05 %
6118000280491,FLONOX,CIPROFLOXACINE,COMPRIME PELLICULE,250 MG
6118001183210,ABILIFY 15 MG,ARIPIPRAZOLE,COMPRIME,15 MG
6118000040026,ALGOTROPYL 200,PARACETAMOL / PROMETHAZINE,SUPPOSITOIRE,200 / 5 MG / MG
6118000010883,ISKEDYL FORT,DIHYDROERGOTAMINE / RAUBASINE,COMPRIME,19.2 / 2.4 MG / MG
6118000180593,VITANEVRIL,BENPHOTHIAMINE,COMPRIME ENROBE,nan nan
6118000130529,CAPEN,CAPTOPRIL,COMPRIME,25 MG
6118001020591,INEXIUM,ESOMEPRAZOLE,COMPRIME PELLICULE GASTRO-RESISTANT,20 MG
6118000050858,DIFENAC,DICLOFENAC,COMPRIME,50 MG
6118001110278,TRIFAX,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,250 MG
6118000070290,CATEX,CIPROFLOXACINE,COMPRIME PELLICULE,250 MG
6118000031284,CLOPRAME,METOCLOPRAMIDE,SOLUTION POUR GOUTTES BUVABLES,0.26 %
6118000240808,TONICALCIUM ADULTES,ASCORBATE DE CALCIUM / ASCORBATE DE LYSINE,SOLUTION BUVABLE,500 / 500 MG / MG
6118001183920,ODRIK,TRANDOLAPRIL,GELULE,4 MG
6118000330301,FLUCONAZOLE GT 200 MG,FLUCONAZOLE,GELULE,200 MG
6118000190233,CETAMYL,PARACETAMOL,POUDRE POUR SOLUTION BUVABLE,125 MG
6118001050093,DILATREND,CARVEDILOL,COMPRIME,25 MG
6118000190516,HEXAPNEUMINE NR,BICLOTYMOL,SUPPOSITOIRE,nan nan
6118000230113,IDOL 100 MG,INDOMETACINE,SUPPOSITOIRE,100 MG
6118000081296,XYTENOL,ATENOLOL,COMPRIME SECABLE,100 MG
6118000040279,DOLIPRANE,PARACETAMOL,POUDRE POUR SOLUTION BUVABLE,300 MG
6118000240471,LECTIL 16 MG,BETAHISTINE,COMPRIME SECABLE,16 MG
6118000120254,ANTIBIO-SYNALAR,FLUOCINONIDE / POLYMYXINE B,SOLUTION POUR GOUTTE AURICULAIRE,2.5 / 0.1 MG / MUI
6118000040927,SPIRALIDE,SPIRAMYCINE,COMPRIME SECABLE,3 MUI
6118001271276,TABUNEX 0.05 %,MOMETASONE,SUSPENSION POUR PULVERISATION NASALE,50 µG
6118010000294,AZIMYCINE,AZITHROMYCINE,COMPRIME,500 MG
6118001040209,METALYSE 10000 U,TENECTEPLASE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,50 MG
6118001050130,HYPNOVEL,MIDAZOLAM,SOLUTION INJECTABLE,50 MG
6118001270590,ACNO 10 MG,ISOTRETINOINE,CAPSULE MOLLE,10 MG
6118001180929,DYSPORT,TOXINE BOTULINIQUE TYPE A,POUDRE POUR SOLUTION INJECTABLE,500 UI
6118001050055,COPEGUS,RIBAVIRINE,COMPRIME PELLICULE,200 MG
6118001030118,CORANGIN,ISOSORBIDE MONONITRATE,COMPRIME SECABLE LP,60 MG
6118001181186,FLOXYFRAL,FLUVOXAMINE,COMPRIME ENROBE,100 MG
6118000021025,AMILO,AMLODIPINE,COMPRIME,5 MG
6118001070251,GEMZAR,GEMCITABINE,POUDRE POUR PERFUSION,1 G
6118001020522,ATACAND,CANDESARTAN,COMPRIME SECABLE,4 MG
6118000031857,PARANTAL,PARACETAMOL,COMPRIME EFFERVESCENT,500 MG
6118000010678,EUCALYPTINE,CINEOLE / CODEINE,SOLUTION BUVABLE,1.07 / 6.1 MG / MG
6118000280194,FLUGIZOL,FLUCONAZOLE,GELULE,50 MG
6118000020202,LYSO 6,LYSOZYME / PYRIDOXINE (VITAMINE B6),COMPRIME SUBLINGUAL,20 / 10 MG / MG
6118000130369,FLUCAZOL,FLUCONAZOLE,GELULE,150 MG
6118000161073,DOLFENE,IBUPROFENE,GELULE,300 MG
6118000080039,BRUFEN,IBUPROFENE,SUSPENSION BUVABLE,2 %
6118000010517,DUPHASTON,DYDROGESTERONE,COMPRIME PELLICULE SECABLE,10 MG
6118010123658,IMMUNOGLOBULINE NORMALE IV-LFB-CNTS 50 MG/ML,IMMUNOGLOBULINE HUMAINE NORMALE,POUDRE POUR SOLUTION POUR PERFUSION,10 G/200ML
6118000250142,DEBRIDAT,TRIMEBUTINE,GRANULE POUR SUSPENSION BUVABLE,0.787 %
6118000241348,SODIUM CHLORURE PROMOPHARM,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,0.9 %
6118010114014,BIOMYLASE,ALFA-AMYLASE,COMPRIME ENROBE,3000 U CEIP
6118000200055,SK-F 12,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118001180462,ACUPAN,NEFOPAM,SOLUTION INJECTABLE,20 MG
6118001020720,XYLOCAINE 5% A LA NAPHAZOLINE,LIDOCAINE / NAPHAZOLINE,SOLUTION POUR APPLICATION LOCALE,5 / 0.02 % / %
6118010020025,ANTIGRIPPINE,ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C) / CAFEINE,COMPRIME SECABLE,500 / 100 / 10 MG / MG / MG
6118001182282,TELEBRIX 35,IOXITALAMATE DE MEGLUMINE / IOXITALAMATE DE SODIUM,SOLUTION INJECTABLE,65.09 / 9.66 G / G
6118000070856,TUNELUZ,FLUOXETINE,GELULE,20 MG
6118010116827,DEPRESTAT,SERTRALINE,COMPRIME ENROBE,50 MG
6118000061281,MAGNE B 6,LACTATE DE MAGNESIUM / PIDOLATE DE MAGNESIUM,SOLUTION BUVABLE,186 / 936 MG / MG
6118001182329,TELEBRIX GASTRO,IOXITALAMATE DE MEGLUMINE,SOLUTION BUVABLE OU RECTALE,33.015 G
6118001090150,JOSACINE,JOSAMYCINE,COMPRIME DISPERSIBLE,1 G
6118000080152,CETAVLON,CETRIMIDE,CREME,0.5 G
6118010001079,PROFLOX,CIPROFLOXACINE,COMPRIME ENROBE,500 MG
6118010116629,LANTUS SOLOSTAR,INSULINE HUMAINE,SOLUTION INJECTABLE LP,100 UI
6118000140269,FLUSTAPH,FLUCLOXACILLINE,GELULE,500 MG
6118001070527,SKIACOL,CYCLOPENTOLATE,COLLYRE,0.5 %
6118010121906,BICALUTAMIDE GT,BICALUTAMIDE,COMPRIME PELLICULE,50 MG
6118000081340,DIPRO OLEOSUM,ESTRADIOL / PROGESTERONE,SOLUTION INJECTABLE,2.5 / 12.5 MG / MG
6118001080281,CERUBIDINE,DAUNORUBICINE,POUDRE POUR PERFUSION,20 MG
6118000050520,CALCINIB,AMLODIPINE,COMPRIME,10 MG
6118000180913,CEDOL 400 MG/20 MG,PARACETAMOL / CODEINE,COMPRIME,400 / 20 MG / MG
6118001020508,VANCOMYCINE MYLAN,VANCOMYCINE,POUDRE POUR PERFUSION,500 MG
6118000190363,DIFAL,DICLOFENAC,SUPPOSITOIRE,100 MG
6118000010890,ISOPRINOSINE,INOSINE ACEDOBENE DIMEPRANOL,COMPRIME SECABLE,500 MG
6118000240914,VEINAMITOL,TROXERUTINE,SOLUTION BUVABLE,3500 MG
6118010115691,PIROCAM SOTHEMA 20 MG,PIROXICAM,COMPRIME DISPERSIBLE,20 MG
6118000010555,EMOFORM,FORMALDEHYDE / CHLORURE DE SODIUM,PATE DENTIFRICE,1.4 / 4.8 % / %
6118000140955,NOMADOL,TRAMADOL,COMPRIME PELLICULE,50 MG
6118000140122,BRONCHOKOD SANS SUCRE,CARBOCYSTEINE,SIROP,5 %
6118001184217,CAELYX 2MG/ML,DOXORUBICINE,SOLUTION A DILUER POUR PERFUSION,1.87 MG
6118001270224,LEVOFLOXACINE GT 250 MG,LEVOFLOXACINE,COMPRIME PELLICULE,250 MG
6118000090151,AVLOCAN,PROPRANOLOL,COMPRIME,40 MG
6118000092087,VIRECTIL 50 MG,SILDENAFIL,COMPRIME PELLICULE,50 MG
6118010125706,AGLIM 3 MG,GLIMEPIRIDE,COMPRIME,3 MG
6118010115806,STATOR 20 MG,SIMVASTATINE,COMPRIME ENROBE,20 MG
6118001270163,GENTAMICINE POMMADE,GENTAMICINE,POMMADE OPHTALMIQUE,0.3 %
6118000011309,POLYSILANE,DIMETICONE,GEL ORAL,2.25 G
6118000090946,TRIACEPHINE PHARMA5 I.V,CEFTRIAXONE,PREPARATION PARENTERALE,1 G
6118001270804,TOPIRAMATE GT 100 MG,TOPIRAMATE,COMPRIME PELLICULE,100 MG
6118000161233,SYNTHOL,MULTIPLE,SOLUTION POUR BAIN DE BOUCHE,nan nan
6118001080267,ARAVA,LEFLUNOMIDE,COMPRIME PELLICULE,20 MG
6118000091554,RIFOREIL,RIFAMYCINE,SOLUTION POUR GOUTTE AURICULAIRE,2 MUI
6118000240600,OTOFA,RIFAMYCINE,SOLUTION POUR GOUTTE AURICULAIRE,200000 UI
6118001180585,CASODEX,BICALUTAMIDE,COMPRIME ENROBE,50 MG
6118000160717,FLOXAPEN,FLUCLOXACILLINE,GELULE,500 MG
6118010114021,DISGREN,TRIFLUSAL,GELULE,300 MG
6118010123825,STREPTASE 1500 000 UI,STREPTOKINASE,POUDRE POUR USAGE PARENTERAL,1500000 UI
6118000090311,FARMODOXI,DOXYCYCLINE,COMPRIME,100 MG
6118001160365,GARDASIL,"VACCIN QUADRIVALENT CONTRE LE VIRUS HPV SEROTYPES 6,11,16 et 18",SUSPENSION INJECTABLE,nan nan
6118000010401,DICETEL,PINAVERIUM,COMPRIME PELLICULE,50 MG
6118000032311,TETRA 500,TETRACYCLINE,COMPRIME DRAGEIFIE,500 MG
6118000081326,DIARIT SACHETS,CHLORURE DE SODIUM / CITRATE TRISODIQUE,POUDRE POUR SOLUTION BUVABLE,3.5 / 2.9 G / G
6118001270415,PRAVASTATINE GT 10 MG,PRAVASTATINE,COMPRIME,10 MG
6118000061212,ERCEFURYL,NIFUROXAZIDE,GELULE,200 MG
6118000050971,VIGOREX 50 MG,SILDENAFIL,COMPRIME PELLICULE,50 MG
6118000240365,FENAC PROMOPHARM,DICLOFENAC,COMPRIME,25 MG
6118000310211,PHARMADIPINE,NIFEDIPINE,GELULE LP,20 MG
6118000140719,TORVA,ATORVASTATINE,COMPRIME ENROBE,20 MG
